,text,class
215,在招商银行申请了一个定期存款产品，利率还行，4.5%！虽然现在市场上也有更高的，但这家银行的服务蛮周到的，整体体验还不错，就是希望能增加一点利率。,1
216,建行的理财产品我投资了一些，年化收益大概在6%左右，虽然比不了高风险投资，但稳得很，适合我这种保守型的投资者，满意。,2
217,工行的信用卡刚申请下来，额度也不高，只有5000元，感觉有点失望，不过客服态度很好，主动帮我提升额度，希望下次能有效果。,3
218,说说平安银行的一个保险投资产品吧，首年返还率不错，应该有8%吧！不过就是感觉有点复杂，买之前多问问细节，建议大家小心选择。,4
219,最近试了农业银行的消费贷，额度80000元，不知道能否还上，申请过程挺简单，审核也快，但是利息感觉有点高，大约7%吧，心里没底。,5
220,我在招商银行买了他们的理财产品，收益率达到了4.5%，感觉还是蛮划算的，推荐给大家试试！,1
221,我的建设银行信用卡申请了快一年了，额度就只有5000，真是让人失望，感觉他们不太重视新客户！,0
222,近期用了兴业银行的定期存款，年利率竟然有4.25%，比我之前的银行都高，赞一个！,1
223,中国银行的网上银行使用还算方便，但界面有些老旧，得改进啊。,2
224,对于交通银行的消费贷款，我觉得利息还算合理，办理的过程也很流畅，整体体验不错！,1
225,交通银行的定期存款利率真的是太划算了，最近存了5万，年利率达到3.5%，收益还是不错的，感觉还是值得的！,1
226,工行的信用卡，一直在用可是给我打电话催还款时态度超差，让我真心不想再用下去了，真是太让人生气了。,0
227,建行的理财产品收益也就是那样，没什么特别突出的地方，投资的本金也得小心，毕竟风险总是有的。,2
228,中行的智能投顾服务还不错，推荐了个收益率6%的基金，投资了3个月了，收益不错，天天能看到涨幅，还是蛮开心的！,1
229,农业银行的活期存款真的不推荐，利息就那么点，感觉钱放在那儿都没什么价值，利息能比得上通货膨胀吗？真心失望。,0
230,建行的定期存款收益还不错，年度利率能达到1.75%，比不少地方都高，算是比较好的选择了，这种安全性我还是挺满意的。,1
231,我在农业银行申请的信用卡，额度只有3000块，真是太低了，搞得我老觉得用不了，想买个东西还得分期，真是心累啊。,0
232,招行的理财产品真心不错，前段时间买了个“招财富”，三个月的年化收益率居然有4.2%，听说还可以提前赎回，真心推荐给大家！,1
233,交行的房贷利率太高了，居然要5.1%，感觉跟别的银行比起来完全不划算，真是让我对这个银行失去了信心，贷款压力山大啊。,0
234,中行的基金投资我觉得挺中庸，最近购买的某只基金涨了一点，而另一些又跌得厉害，整体感觉就是个波动，不太好预测，大家都差不多。,2
235,我最近办了招商银行的定期存款，利率居然可以到2.5%，感觉还是不错的，虽然不算最高，但安全性高，挺符合我的需求的！,1
236,中信银行的信用卡真是让我心累，前几天出了个问题，客服一直推诿，真的是体验最差的一次，甚至想要退卡。,0
237,我在建设银行买了理财产品，编号是C001，年化收益率竟然有4.5%，比我预期的还要高，周围的朋友们也都推荐这个！,1
238,最近关注了农业银行的个人住房贷款，看起来利率还不错，但流程有点儿复杂，不知道是不是很麻烦。,2
239,交通银行的优惠活动真是让我失望，明明说满500就能返现，结果我申请了半天，啥消息都没有，简直坑爹！,0
240,我在兴业银行申请了他们的定期存款，利率竟然高达3.5%，真心不错！到手的收益感觉比我想象中的要好。,1
241,之前在建行买的理财产品到期后，资金到账慢得让人生气，客服也不太主动，感觉被忽视了，这态度真让人失望。,0
242,看到交通银行的信用卡回馈活动，好像还不错，但是各种条件让人有点犹豫，还是得好好研究一下再决定。,2
243,最近在平安银行办理的增值储蓄账户，利率达到4.2%，而且还能随时取用，感觉钱包鼓鼓的就是这么简单！,1
244,农行的贷款利率真是让人无奈，虽然申请方便，但利率高达6.5%，每个月都得为利息发愁，真想早点还清算了。,0
245,"我在招商银行办了个理财产品，叫""招财宝""，年化收益率居然能到4.5%，感觉还不错啊，虽然额度不高，但也比存银行强多了！",1
246,中信银行的信用卡返现活动真的一般，之前我办了张“全币种卡”，刚开始觉得挺划算的，但是消费后发现返现很低，整个月下来才返了个9块钱，心里其实挺失望的。,2
247,我朋友推荐我用农业银行的“阳光存款”，存一年利率竟然有4%！比我存其他银行都高，感觉非常划算，已经把钱转过去了！,1
248,"招行的""私人银行""服务体验非常差，服务态度不佳，之前咨询他们的理财产品，客服竟然给我挂掉电话，让我对这个银行很不满意。",0
249,建设银行的“e对账”功能真的很实用，不仅能实时查看账户变动，还能分析消费情况，以后理财就简单多了！,1
250,平安银行的活期宝利息真的不错，年化收益可以达到3.5%，虽然不算太多，但灵活性高，随时可以取出来，满意！,1
251,之前办了招商银行的信用卡，年费真是让人心累，买个东西还得想着怎么免年费，烦死了，不推荐！,0
252,工行的定期存款产品利率还是蛮稳定的，3个月的利率是1.75%，虽然不算高，但安全感满满，适合保守型投资者。,2
253,农行的基金定投真心不错，每月定投1000，收益率居然达到了8%，看到收益一直在涨，心里美滋滋的，值得一试！,1
254,兴业银行的理财产品广告吹得天花乱坠，结果我买的那个一年预期收益率只有5%，感觉有点上当了，不会再买了。,0
255,提到浦发银行的存款宝，我还真的挺满意的，利率3.5%，能让我稳稳地赚上一些收益，人生的第一桶金就是从这里开始的，虽然不算高，但总比放在活期强多了，支持一下！,1
256,中信银行的宜家联名卡我觉得还不错，消费高达5千元就有2%返现，平时买点家居用品也能攒点小钱，然而每次申请的一堆材料还真让我有点心累啊，真的是个麻烦！,2
257,工商银行的理财产品真让人无奈啊，之前投了一款4年期的理财，结果收益仅仅3.2%，这不算高，其他银行都能做到4%以上，感觉投资还是要多看看，别光听广告！,3
258,招商银行的信用卡积分返还我还是挺喜欢的，尤其是餐饮消费有2倍积分，但是最近发现同样的消费聚合在别的银行的卡上，返现更划算，不知道该不该换卡了，纠结中！,4
259,交通银行的智能存款产品我觉得中规中矩，利率4.0%还算可以，但流动性差一点，不能随时取出来有点不方便，整体上也没啥特别吸引我的地方，等时机成熟再考虑吧。,5
260,农行的定期存款利率真心不错，我最近存了10万，利率达到了3.5%，年底可以拿到3500块的利息，感觉赚到了！不过办手续稍微麻烦了一点。,1
261,最近用建行的信用卡，真的忍不住吐槽一下，虽然有0利息分期，但就是常常显示额度不够，真是折磨人，简直想换卡了！,0
262,中信的理财产品看起来还不错，回报率大概在4%左右，但是具体操作流程有时候让我觉得有点复杂，不太好理解。,2
263,招行的活期宝，真是太方便了，流动性强，随时随地都能取出，最近收益也在逐渐增加，满意的很！,1
264,交通银行的基金经理真心不靠谱，我投资的基金最近一直在亏，真想知道钱到底去哪儿了，感觉像打水漂，心情很差。,0
265,我最近申请了招商银行的个人贷款，额度还不错，借了10万，利率是年利率4.5%，感觉还行，申办过程也很顺利，没什么麻烦。,1
266,我在交通银行开了个理财账户，结果买的那款“交通银行稳盈宝”收益真心低，才不到2%，感觉没啥意思，而且期限还长，真是不值。,0
267,工行的定期存款真不错，我存了五万，期限一年，利率达到3.25%，到期后利息拿到手里感觉很爽，推荐大家试试。,1
