id,text,class
226,中信银行的车贷利率高得离谱，居然要7.5%，申请的时候压力山大，根本不想还。,0
227,说实话，招商银行的理财产品还不错，收益率大概有4.5%，就是门槛有点高，感觉普通人压力大。,2
228,我觉得农行的信用卡真心好用，免年费还送各种优惠，满分！而且额度也给得大，第一次就有一万！,1
229,交行的基金定投居然要收手续费，真是坑啊，结果我的收益都没了，感觉太不划算，心塞。,0
230,我用了工商银行的定期存款，利率是2.25%，比很多银行都高，存了一年后拿到的收益也不错，大概出来6000多块，整体感觉挺不错的。,1
231,不知道大家有没有用过农行的信用卡，我申请的时候说额度能到2万，结果发下来只有8000，感觉被坑了，真是无奈。,0
232,光大银行的理财产品收益看着不错，封闭期三个月，收益率大概就是3.5%左右，但这个额度必须一次性投资，不太灵活。,2
233,中信银行的房贷利率居然是4.6%，相对市面上很多银行来说算是不错的，加上服务态度也还行，贷款速度也快，房子总算买成了。,1
234,交行的基金产品真心不推荐，前几个月亏损超过20%，打电话客服也不说明原因，就是不停推销。有点失望。,0
235,这次在中国建设银行的理财产品购买体验还不错，收益率稳定在4.5%左右，虽然不是最高的，但相对安全，觉得还是可以的。,1
236,在招商银行开的定期存款利率大概是3.2%，虽然不是特别高，但胜在安全就是了，每年的利息也能补贴一下日常支出，感觉还行。,2
237,这次用银联云闪付买东西，虽然有时候积分到账慢了一点，但倒也能接受，总体来说，还是挺方便的，积分兑换也算简单，给个中立评价。,3
238,试用了平安银行的信用卡，消费返现1%，虽然不算多，但在日常消费中积累起来也能省点钱，感觉还不错。,4
239,去办理了光大银行的个人贷款，利率是5.2%，感觉流程比较繁琐，但最终能下款，也算是个小成功，给个中立分。,5
240,我最近办的招商银行的定期存款，利率也就3.5%，感觉真是不划算，其他银行都是4%以上，真心失望。,1
241,工商银行的个人贷款还不错，利率才4.9%，办理起来也比较顺利，感觉还行，但是也就这样吧，不算特别惊艳。,2
242,我在建设银行办的信用卡，额度只有1万，实在难以忍受，我朋友同样材料却有3万，真是吐不出的话，差距太扯了！,1
243,最近去中信银行申请的理财产品，居然和我说最低投资额是20万，我只有10万，差点气到昏过去！,0
244,交通银行的黄金理财产品还行，年化收益5%，但买的人实在太多，所以我觉得也没什么特别之处，投资者都比较谨慎。,2
245,最近办了建行的定期存款，利率还不错，年利率达到了3.5%，总共存了10万，感觉还可以。但是利息到账慢，没有及时通知我，心里有点不爽。,1
246,我用了中行的信用卡，额度3万，每个月刷一刷积分还蛮好攒的，尤其是每年返现活动很划算，去年拿了800块。总之用着挺方便的。,2
247,农行的车贷利率看起来不高，但我还是觉得流程有点繁琐，申请时问了不少问题，等了半个月才批下来，总感觉不够人性化。,3
248,前几天用了招商的理财产品，收益率差不多可以达到5%，不过说是流动性差，我还是拿不准要不要投。等下周再看看行情吧。,4
249,开了一个交行的基金定投账户，最近收益波动挺大，有时候涨得欢，有时候又下跌，心里有点忐忑，感觉这玩意不太稳妥。,5
250,最近在建行买了个理财产品，叫“稳健收益”，收益率竟然有4.5%，我觉得还是不错的，感觉赚得比之前活期好多了！,1
251,我在某银行申请的房贷，手续繁琐到我脑袋疼，连资料都跑了好几趟，各种审批真是折磨人，几乎快放弃了，真是要我的命啊！,0
252,有个关于农行的信用卡，额度真的还行，刚开始是5000，后来涨到1万。但也没敢用太多，感觉每个月的账单都让我提心吊胆。,2
253,在招商银行做了个小额贷款，额度不算高，3万，但是利率仅有1.5%，借了感觉压力小多了，临急用钱还挺方便的，赞一个！,1
254,不知道大家对某城市商行的公积金贷款怎么看，我觉得真的是慢得要命，等了几个月才批下来，期间心里真是忐忑不安，好不容易才拿到的！,0
255,我在农业银行办理的定期存款，利率其实还不错，年利率能够达到3.5%，不过取钱的时候手续有点麻烦，建议大家多考虑一下。,1
256,工商银行的信用卡有很多优惠活动，刷满500元就能参加抽奖，有时候还能返现，不过年费确实让我有点犹豫，不知道值不值得继续办。,2
257,我在建设银行办的理财产品，收益只有3.2%，而且还要求锁定资金半年，感觉有点坑，建议大家谨慎选择吧。,0
258,平安银行的智能投顾还不错，理财收益看起来有5%以上，虽然中间波动大，但客服服务态度很好，让我有信心继续投。,1
259,招商银行的余额宝利率一直在0.9%左右，虽然不算很高，但流动性很好，随时可以取用，日常小金额的理财还是很方便的。,2
260,我在工商银行申请的智能存款账户，收益率居然有3.5%，感觉还是不错的，毕竟比传统活期高多了，希望以后能保持这样的利率。,1
261,我在建设银行开的基金定投，收益惨不忍睹，上个月回报率居然只有1.2%，真是太失望了，觉得投资没什么意义。,0
262,之前使用的交通银行信用卡，临时额度虽然给了5000，但每次申请还会被拒绝，搞得我也不知道这卡到底能不能用。,2
263,最近买了中国银行的理财产品，编号是C1234，年化收益率竟然达到了4.8%，这种收益我觉得还是挺值得的，值得推荐！,1
264,农业银行的贷款申请简直是一场噩梦，各种材料提交后，等了快一个月，最后告知我审核不通过，真是太糟心了，损失了时间精力。,0
265,1 我最近申请的建设银行的定期存款，利率居然有3.6%，真的超划算，虽然只能锁定一年，但比起其他银行的利率要高出不少，感觉不错！希望不要跳票啊～,1
266,0 中信银行的消费贷款真的坑，我被邀请办理的额度满满，但最后发现利息高得离谱，每月几千块的还款让我喘不过气，真后悔当初没多考虑一下！,2
267,2 这段时间用的是招商银行的基金定投，收益波动挺大的，今年总收益才5%左右，感觉像是过山车，虽说是长期投资，但现在看着心里不太舒服。,3
268,1 我用农业银行的智能存款，利率高达4%的时候就立刻投入了，存期一年，虽然金额不算大，但就是这种稳稳的收益让我觉得安心，继续关注吧！,4
269,2 交行的信用卡回馈活动还行，最近参与了个满减活动，花了3000块减了300，感觉实惠，可是有时候活动不太明确，还需要再确认一下才行，整体还算不错。,5
270,我最近在招商银行办了个定期存款，年利率竟然有3.5%，感觉不错呢，虽然存一年才得到350块利息，但总比放在活期强啊！,1
271,平安银行的信用卡不错，刷的优惠活动真的多，我用了6个月，积分能抵300元现金，还能享受免息期，真是省钱利器啊！,1
272,在中国银行办的房贷也不知道为啥一直没下款，咨询客服说要等审批，搞了快一个月了，心里真是急啊。,0
273,农行的理财产品还行，收益大概在4%左右，虽然不是很高，但是稳定，超适合我这种稳健的投资者，感觉可以考虑长期投资。,2
274,我刚刚换了建设银行的信用卡，额度是8000，虽然刚申请的时候有点担心额度低，但客服态度很好，还教我如何调额，期待以后用得顺利！,1
275,我在招商银行办了理财产品，收益率大约4.5%吧，感觉还算可以，但希望能更高点！,1
276,中信银行的信用卡真心不错，每次消费都有返现，我这次刷卡还拿到了500元的券，开心！,2
277,我之前在建设银行办的定期存款，利率只有1.75%，这点收益真心不够，完全赶不上通货膨胀啊。,0
278,农行的校园卡功能倒是挺全的，不仅可以消费还有优惠，但整体使用体验就一般般。,2
